Produto;Preáo;Pgto.;Nß Parcelas;Parcelamento;Data;Cliente;E-mail;DDD;Estado;Regi∆o;Telefone
Produto B;R$ 1.000;Cart∆o de Credito;4;Parcelado;31/01/2018;Alicia Martins;alicia@outlook.com;11;S∆o Paulo;Sudeste;983700000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;31/01/2018;Mykael Martins;mykael@gmail.com;85;Cear†;Nordeste;999400000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;31/01/2018;Perla Martins;perla@hotmail.com;21;Rio de Janeiro;Sudeste;974100000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;31/01/2018;Julien Martins;julien@gmail.com;11;S∆o Paulo;Sudeste;985900000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;31/01/2018;Valesca Martins;valesca@gmail.com;21;Rio de Janeiro;Sudeste;973000000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;31/01/2018;Urbano Martins;urbano@hotmail.com;37;Minas Gerais;Sudeste;991900000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;01/02/2018;Beatriz Martins;beatriz@gmail.com;21;Rio de Janeiro;Sudeste;998800000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;01/02/2018;Quezia Martins;quezia@outlook.com;75;Bahia;Nordeste;992400000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;01/02/2018;Marlon Martins;marlon@outlook.com;46;Paran†;Sul;999400000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;01/02/2018;Jeremias Martins;jeremias@gmail.com;96;Amap†;Norte;991500000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;01/02/2018;Weslei Martins;weslei@gmail.com;11;S∆o Paulo;Sudeste;948100000
Produto C;R$ 2.000;Cart∆o de Credito;4;Parcelado;01/02/2018;Jamile Martins;jamile@hotmail.com;71;Bahia;Nordeste;991400000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;01/02/2018;Gesiel Martins;gesiel@hotmail.com;61;Distrito Federal;Centro-Oeste;992100000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;01/02/2018;Edson Martins;edson@gmail.com;55;Rio Grande do Sul;Sul;999500000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;01/02/2018;Olivier Martins;olivier@hotmail.com;22;Rio de Janeiro;Sudeste;997200000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;01/02/2018;Wilmar Martins;wilmar@hotmail.com;38;Minas Gerais;Sudeste;998700000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;02/02/2018;Janes Martins;janes@gmail.com;98;Maranh∆o;Nordeste;981000000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;02/02/2018;Estevan Martins;estevan@hotmail.com;11;S∆o Paulo;Sudeste;998100000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;02/02/2018;Iran Martins;iran@hotmail.com;11;S∆o Paulo;Sudeste;997000000
Produto B;R$ 1.000;Cart∆o de Credito;5;Parcelado;02/02/2018;Yann Martins;yann@gmail.com;21;Rio de Janeiro;Sudeste;994800000
Produto A;R$ 500;Cart∆o de Credito;6;Parcelado;02/02/2018;Gilzicaren Martins;gilzicaren@gmail.com;35;Minas Gerais;Sudeste;999000000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;03/02/2018;Robert Martins;robert@hotmail.com;11;S∆o Paulo;Sudeste;988500000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;03/02/2018;Deigo Martins;deigo@gmail.com;11;S∆o Paulo;Sudeste;997100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;03/02/2018;Waldney Martins;waldney@gmail.com;18;S∆o Paulo;Sudeste;981000000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;03/02/2018;Stefany Martins;stefany@gmail.com;38;Minas Gerais;Sudeste;991300000
Produto A;R$ 500;Boleto Banc†rio;12;Parcelado;03/02/2018;Diogo Martins;diogo@yahoo.com.br;19;S∆o Paulo;Sudeste;992800000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;03/02/2018;K†tia Martins;katia@gmail.com;11;S∆o Paulo;Sudeste;995200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;03/02/2018;Deyvison Martins;deyvison@outlook.com;11;S∆o Paulo;Sudeste;980100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;03/02/2018;Pauliana Martins;pauliana@hotmail.com;34;Minas Gerais;Sudeste;991700000
Produto A;R$ 500;Boleto Banc†rio;3;Parcelado;04/02/2018;Janilton Martins;janilton@gmail.com;68;Acre;Norte;999000000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;04/02/2018;Nailza Martins;nailza@hotmail.com;31;Minas Gerais;Sudeste;996800000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;04/02/2018;Sara Martins;sara@gmail.com;21;Rio de Janeiro;Sudeste;974500000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;04/02/2018;Gilvanildo Martins;gilvanildo@outlook.com;13;S∆o Paulo;Sudeste;988400000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;04/02/2018;Paloma Martins;paloma@gmail.com;21;Rio de Janeiro;Sudeste;993000000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;04/02/2018;Carla Martins;carla@gmail.com;21;Rio de Janeiro;Sudeste;992000000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;05/02/2018;Euller Martins;euller@hotmail.com;11;S∆o Paulo;Sudeste;974000000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;05/02/2018;Aryane Martins;aryane@gmail.com;48;Santa Catarina;Sul;991100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;05/02/2018;Natielli Martins;natielli@gmail.com;16;S∆o Paulo;Sudeste;997000000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;05/02/2018;Yago Martins;yago@gmail.com;16;S∆o Paulo;Sudeste;992900000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;05/02/2018;Aderson Martins;aderson@gmail.com;13;S∆o Paulo;Sudeste;996100000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;05/02/2018;Sorriso Martins;sorriso@outlook.com;88;Cear†;Nordeste;992000000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;05/02/2018;Denilvaldo Martins;denilvaldo@gmail.com;61;Distrito Federal;Centro-Oeste;992400000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;05/02/2018;Ja°ne Martins;jaine@gmail.com;16;S∆o Paulo;Sudeste;993300000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;06/02/2018;Nicollas Martins;nicollas@yahoo.com.br;11;S∆o Paulo;Sudeste;994000000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;06/02/2018;Joeber Martins;joeber@gmail.com;61;Distrito Federal;Centro-Oeste;998200000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;06/02/2018;Ially Martins;ially@hotmail.com;37;Minas Gerais;Sudeste;999100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;06/02/2018;Ueberton Martins;ueberton@gmail.com;21;Rio de Janeiro;Sudeste;994200000
Produto B;R$ 1.000;Cart∆o de Credito;3;Parcelado;07/02/2018;Juraci Martins;juraci@gmail.com;11;S∆o Paulo;Sudeste;999900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;07/02/2018;Ayrton Martins;ayrton@hotmail.com;44;Paran†;Sul;999100000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;07/02/2018;Ivair Martins;ivair@gmail.com;19;S∆o Paulo;Sudeste;993300000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;07/02/2018;Maerlo Martins;maerlo@gmail.com;92;Amazonas;Norte;993600000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;07/02/2018;Izabel Martins;izabel@gmail.com;11;S∆o Paulo;Sudeste;953400000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;08/02/2018;Elielcio Martins;elielcio@yahoo.com;16;S∆o Paulo;Sudeste;997700000
Produto C;R$ 2.000;Cart∆o de Credito;5;Parcelado;08/02/2018;Welton Martins;welton@gmail.com;79;Sergipe;Nordeste;991500000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;08/02/2018;Nelia Martins;nelia@hotmail.com;31;Minas Gerais;Sudeste;999900000
Produto B;R$ 1.000;Cart∆o de Credito;3;Parcelado;08/02/2018;Camile Martins;camile@gmail.com;24;Rio de Janeiro;Sudeste;998400000
Produto A;R$ 500;Cart∆o de Credito;4;Parcelado;08/02/2018;Celso Martins;celso@gmail.com;16;S∆o Paulo;Sudeste;997000000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;08/02/2018;J£lia Martins;j£lia@hotmail.com;11;S∆o Paulo;Sudeste;952400000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;08/02/2018;Gervasio Martins;gervasio@yahoo.com.br;65;Mato Grosso;Centro-Oeste;992500000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;08/02/2018;Janine Martins;janine@gmail.com;21;Rio de Janeiro;Sudeste;991200000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;09/02/2018;Danubens Martins;danubens@hotmail.com;11;S∆o Paulo;Sudeste;984200000
Produto C;R$ 2.000;Cart∆o de Credito;3;Parcelado;09/02/2018;Raissa Martins;raissa@hotmail.com;11;S∆o Paulo;Sudeste;996000000
Produto B;R$ 1.000;Cart∆o de Credito;6;Parcelado;09/02/2018;Marilda Martins;marilda@gmail.com;19;S∆o Paulo;Sudeste;997500000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;09/02/2018;Isabela Martins;isabela@gmail.com;41;Paran†;Sul;996200000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;09/02/2018;Weberth Martins;weberth@gmail.com;31;Minas Gerais;Sudeste;991000000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;10/02/2018;Clarice Martins;clarice@gmail.com;37;Minas Gerais;Sudeste;991200000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;10/02/2018;Dema Martins;dema@gmail.com;22;Rio de Janeiro;Sudeste;988000000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;10/02/2018;Roque Martins;roque@hotmail.com;11;S∆o Paulo;Sudeste;941600000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;10/02/2018;Dauster Martins;dauster@gmail.com;69;Rondìnia;Norte;992500000
Produto A;R$ 500;Cart∆o de Credito;6;Parcelado;10/02/2018;Joseilson Martins;joseilson@hotmail.com;94;Par†;Norte;999300000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;11/02/2018;Rainier Martins;rainier@gmail.com;11;S∆o Paulo;Sudeste;960700000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;11/02/2018;Cinthia Martins;cinthia@gmail.com;11;S∆o Paulo;Sudeste;979700000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;11/02/2018;Naibhy Martins;naibhy@gmail.com;84;Rio Grande do Norte;Nordeste;994500000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;11/02/2018;Adamilton Martins;adamilton@gmail.com;21;Rio de Janeiro;Sudeste;969600000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;11/02/2018;Samantha Martins;samantha@hotmail.com;15;S∆o Paulo;Sudeste;991000000
Produto B;R$ 1.000;Cart∆o de Credito;6;Parcelado;12/02/2018;Marcelo Martins;marcelo@hotmail.com;71;Bahia;Nordeste;991300000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;12/02/2018;Reinaldo Martins;reinaldo@gmail.com;21;Rio de Janeiro;Sudeste;983100000
Produto C;R$ 2.000;Cart∆o de Credito;7;Parcelado;12/02/2018;Samille Martins;samille@gmail.com;71;Bahia;Nordeste;986700000
Produto C;R$ 2.000;Cart∆o de Credito;7;Parcelado;12/02/2018;Andley Martins;andley@hotmail.com;71;Bahia;Nordeste;996000000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;12/02/2018;Lais Martins;lais@hotmail.com;11;S∆o Paulo;Sudeste;999000000
Produto B;R$ 1.000;Cart∆o de Credito;6;Parcelado;12/02/2018;Rodolfo Martins;rodolfo@gmail.com;65;Mato Grosso;Centro-Oeste;992100000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;12/02/2018;Jakeline Martins;jakeline@gmail.com;11;S∆o Paulo;Sudeste;965900000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;12/02/2018;Zoir Martins;zoir@hotmail.com;35;Minas Gerais;Sudeste;998200000
Produto A;R$ 500;Cart∆o de Credito;7;Parcelado;13/02/2018;Rodney Martins;rodney@gmail.com;13;S∆o Paulo;Sudeste;988300000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;13/02/2018;Adriel Martins;adriel@gmail.com;81;Pernambuco;Nordeste;987000000
Produto A;R$ 500;Cart∆o de Credito;6;Parcelado;14/02/2018;Lurian Martins;lurian@hotmail.com;21;Rio de Janeiro;Sudeste;979800000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;14/02/2018;Sirlene Martins;sirlene@gmail.com;11;S∆o Paulo;Sudeste;999800000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;14/02/2018;Grazzyele Martins;grazzyele@hotmail.com;62;Goi†s;Centro-Oeste;981900000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;14/02/2018;Thais Martins;thais@gmail.com;11;S∆o Paulo;Sudeste;996000000
Produto B;R$ 1.000;Boleto Banc†rio;4;Parcelado;14/02/2018;Regina Martins;regina@gmail.com;11;S∆o Paulo;Sudeste;981700000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;14/02/2018;Monaliza Martins;monaliza@hotmail.com;11;S∆o Paulo;Sudeste;962700000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;14/02/2018;Sulamitha Martins;sulamitha@gmail.com;21;Rio de Janeiro;Sudeste;964000000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;15/02/2018;Enzo Martins;enzo@hotmail.com;49;Santa Catarina;Sul;991500000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;15/02/2018;Willian Martins;willian@hotmail.com;47;Santa Catarina;Sul;988300000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;15/02/2018;Bianca Martins;bianca@gmail.com;61;Distrito Federal;Centro-Oeste;981100000
Produto A;R$ 500;Cart∆o de Credito;2;Parcelado;15/02/2018;Kammy Martins;kammy@hotmail.com;65;Mato Grosso;Centro-Oeste;999000000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;15/02/2018;Stephany Martins;stephany@gmail.com;31;Minas Gerais;Sudeste;993200000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;16/02/2018;Adeilton Martins;adeilton@hotmail.com;81;Pernambuco;Nordeste;996200000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;16/02/2018;B†rbara Martins;barbara@gmail.com;51;Rio Grande do Sul;Sul;993500000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;16/02/2018;Maruza Martins;maruza@gmail.com;17;S∆o Paulo;Sudeste;991300000
Produto B;R$ 1.000;Cart∆o de Credito;3;Parcelado;16/02/2018;Luca Martins;luca@hotmail.com;12;S∆o Paulo;Sudeste;997800000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;16/02/2018;JÉnio Martins;janio@gmail.com;27;Esp°rito Santo;Sudeste;997700000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;17/02/2018;Kerley Martins;kerley@yahoo.com.br;31;Minas Gerais;Sudeste;986300000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;17/02/2018;Milena Martins;milena@hotmail.com;27;Esp°rito Santo;Sudeste;999300000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;17/02/2018;Jana°na Martins;janaina@hotmail.com;42;Paran†;Sul;998300000
Produto C;R$ 2.000;Cart∆o de Credito;4;Parcelado;17/02/2018;Murillo Martins;murillo@gmail.com;15;S∆o Paulo;Sudeste;991900000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;17/02/2018;Erineuda Martins;erineuda@gmail.com;21;Rio de Janeiro;Sudeste;996200000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;17/02/2018;Martiniano Martins;martiniano@yahoo.com.br;94;Par†;Norte;991800000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;17/02/2018;Alleyster Martins;alleyster@gmail.com;19;S∆o Paulo;Sudeste;986000000
Produto C;R$ 2.000;Cart∆o de Credito;5;Parcelado;18/02/2018;Ediana Martins;ediana@gmail.com;11;S∆o Paulo;Sudeste;954800000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;18/02/2018;Jesse Martins;jesse@gmail.com;21;Rio de Janeiro;Sudeste;968500000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;18/02/2018;Shelley Martins;shelley@gmail.com;41;Paran†;Sul;992500000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;18/02/2018;Aercio Martins;aercio@gmail.com;43;Paran†;Sul;999000000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;18/02/2018;Anderson Martins;anderson@gmail.com;35;Minas Gerais;Sudeste;991900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;18/02/2018;Celso Martins;celso@yahoo.com.br;21;Rio de Janeiro;Sudeste;970400000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;18/02/2018;Eliezer Martins;eliezer@gmail.com;11;S∆o Paulo;Sudeste;951700000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;18/02/2018;Lyvia Martins;lyvia@gmail.com;92;Amazonas;Norte;988400000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;19/02/2018;Shelide Martins;shelide@yahoo.com.br;14;S∆o Paulo;Sudeste;982200000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;19/02/2018;Sirdilei Martins;sirdilei@hotmail.com;41;Paran†;Sul;999400000
Produto C;R$ 2.000;Cart∆o de Credito;4;Parcelado;20/02/2018;Marciel Martins;marciel@gmail.com;11;S∆o Paulo;Sudeste;959900000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;20/02/2018;Elisa Martins;elisa@hotmail.com;61;Distrito Federal;Centro-Oeste;992200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;20/02/2018;Savio Martins;savio@hotmail.com;69;Rondìnia;Norte;992500000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;20/02/2018;Donato Martins;donato@gmail.com;21;Rio de Janeiro;Sudeste;992100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;21/02/2018;Romildo Martins;romildo@gmail.com;11;S∆o Paulo;Sudeste;979600000
Produto A;R$ 500;Cart∆o de Credito;7;Parcelado;21/02/2018;Dayvid Martins;dayvid@hotmail.com;27;Esp°rito Santo;Sudeste;998000000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;22/02/2018;Mirya Martins;mirya@hotmail.com;14;S∆o Paulo;Sudeste;996800000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;22/02/2018;Reginaldo Martins;reginaldo@yahoo.com.br;21;Rio de Janeiro;Sudeste;982700000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;22/02/2018;Flavio Martins;flavio@gmail.com;24;Rio de Janeiro;Sudeste;999100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;22/02/2018;Roger Martins;roger@hotmail.com;96;Amap†;Norte;981000000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;22/02/2018;Vantuir Martins;vantuir@gmail.com;81;Pernambuco;Nordeste;996600000
Produto B;R$ 1.000;Cart∆o de Credito;7;Parcelado;22/02/2018;Ediane Martins;ediane@gmail.com;91;Par†;Norte;992900000
Produto A;R$ 500;Cart∆o de Credito;9;Parcelado;22/02/2018;Jomar Martins;jomar@hotmail.com;51;Rio Grande do Sul;Sul;982600000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;22/02/2018;Francimar Martins;francimar@hotmail.com;92;Amazonas;Norte;991700000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;22/02/2018;Alana Martins;alana@yahoo.com.br;65;Mato Grosso;Centro-Oeste;999200000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;22/02/2018;Agda Martins;agda@gmail.com;11;S∆o Paulo;Sudeste;997900000
Produto B;R$ 1.000;Cart∆o de Credito;5;Parcelado;22/02/2018;L°via Martins;livia@yahoo.com.br;21;Rio de Janeiro;Sudeste;980900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;23/02/2018;Patricia Martins;patricia@gmail.com;21;Rio de Janeiro;Sudeste;995300000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;23/02/2018;Italo Martins;italo@gmail.com;98;Maranh∆o;Nordeste;991500000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;23/02/2018;Hanna Martins;hanna@gmail.com;21;Rio de Janeiro;Sudeste;998100000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;23/02/2018;Iasmin Martins;iasmin@gmail.com;64;Goi†s;Centro-Oeste;999100000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;23/02/2018;Leonilton Martins;leonilton@hotmail.com;71;Bahia;Nordeste;988700000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;23/02/2018;Tamara Martins;tamara@gmail.com;21;Rio de Janeiro;Sudeste;979600000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;24/02/2018;Ademar Martins;ademar@gmail.com;61;Distrito Federal;Centro-Oeste;984300000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;24/02/2018;Dànis Martins;denis@hotmail.com;96;Amap†;Norte;999100000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;24/02/2018;Iranildo Martins;iranildo@hotmail.com;71;Bahia;Nordeste;981300000
Produto C;R$ 2.000;Cart∆o de Credito;4;Parcelado;24/02/2018;DÉnton Martins;danton@hotmail.com;81;Pernambuco;Nordeste;997800000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;24/02/2018;Joelma Martins;joelma@hotmail.com;11;S∆o Paulo;Sudeste;997500000
Produto A;R$ 500;Cart∆o de Credito;8;Parcelado;24/02/2018;Iana Martins;iana@gmail.com;32;Minas Gerais;Sudeste;999300000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;24/02/2018;Willian Martins;willian@yahoo.com;11;S∆o Paulo;Sudeste;971800000
Produto B;R$ 1.000;Cart∆o de Credito;4;Parcelado;24/02/2018;Marly Martins;marly@hotmail.com;81;Pernambuco;Nordeste;982300000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;24/02/2018;Helder Martins;helder@gmail.com;73;Bahia;Nordeste;991800000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;24/02/2018;Nathanael Martins;nathanael@hotmail.com;41;Paran†;Sul;996200000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;25/02/2018;∂ngela Martins;angela@gmail.com;92;Amazonas;Norte;992600000
Produto B;R$ 1.000;Cart∆o de Credito;2;Parcelado;25/02/2018;Haylana Martins;haylana@gmail.com;62;Goi†s;Centro-Oeste;981100000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;25/02/2018;Loiseli Martins;loiseli@gmail.com;62;Goi†s;Centro-Oeste;985600000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;25/02/2018;Alana Martins;alana@gmail.com;21;Rio de Janeiro;Sudeste;973100000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;25/02/2018;Murillo Martins;murillo@hotmail.com;11;S∆o Paulo;Sudeste;940200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;25/02/2018;Thayanne Martins;thayanne@gmail.com;21;Rio de Janeiro;Sudeste;994100000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;25/02/2018;Affonso Martins;affonso@hotmail.com;92;Amazonas;Norte;984100000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;25/02/2018;Diego Martins;diego@gmail.com;11;S∆o Paulo;Sudeste;968200000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;25/02/2018;M†rcia Martins;marcia@yahoo.com.br;31;Minas Gerais;Sudeste;997800000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;26/02/2018;Jamile Martins;jamile@gmail.com;11;S∆o Paulo;Sudeste;949500000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;26/02/2018;Jerìnimo Martins;jeronimo@gmail.com;48;Santa Catarina;Sul;998200000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;26/02/2018;Adir Martins;adir@gmail.com;42;Paran†;Sul;981100000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;26/02/2018;Melise Martins;melise@hotmail.com;11;S∆o Paulo;Sudeste;941400000
Produto C;R$ 2.000;Cart∆o de Credito;4;Parcelado;26/02/2018;Leide Martins;leide@hotmail.com;21;Rio de Janeiro;Sudeste;965400000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;26/02/2018;Fabiana Martins;fabiana@gmail.com;12;S∆o Paulo;Sudeste;996000000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;26/02/2018;Girlei Martins;girlei@gmail.com;31;Minas Gerais;Sudeste;997700000
Produto C;R$ 2.000;Cart∆o de Credito;4;Parcelado;26/02/2018;Deivison Martins;deivison@gmail.com;61;Distrito Federal;Centro-Oeste;984600000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;26/02/2018;Solange Martins;solange@gmail.com;11;S∆o Paulo;Sudeste;969100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;26/02/2018;Ronan Martins;ronan@gmail.com;11;S∆o Paulo;Sudeste;963000000
